Top-N,Correct Bytes,Complexity Partial Key (Base),Complexity Partial Key (Exponent),Bytes to Guess,Complexity Remaining Key (Base),Complexity Remaining Key (Exponent),Total Complexity,Total Complexity (Exponent of base 2),Complexity Bruteforce (Base),Complexity Bruteforce (Exponent),Source,Nm,File Name,Directory Name,Path Summary
1,13,1,13,3,2,24,16777217.0,24.0,2,128,attack_bit/data/attack_bit_mean/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Bit-Mean-Nm300-Weight
1,13,1,13,3,2,24,16777217.0,24.0,2,128,attack_bit/data/attack_bit_mean/df/500/statistical_results_frequent.csv,500,statistical_results_frequent.csv,500,SubBytesOutput-Bit-Mean-Nm500-Freq
1,13,1,13,3,2,24,16777217.0,24.0,2,128,attack_bit/data/attack_bit_corr/df/300/statistical_results_weighted.csv,300,statistical_results_weighted.csv,300,SubBytesOutput-Bit-Corr-Nm300-Weight
3,16,3,16,0,2,0,43046722.0,25.359400011538497,2,128,attack_bit/data/attack_bit_corr/df/500/statistical_results_weighted.csv,500,statistical_results_weighted.csv,500,SubBytesOutput-Bit-Corr-Nm500-Weight
3,16,3,16,0,2,0,43046722.0,25.359400011538497,2,128,attack_bit/data/attack_bit_mean/df/1000/statistical_results_frequent.csv,1000,statistical_results_frequent.csv,1000,SubBytesOutput-Bit-Mean-Nm1000-Freq
3,16,3,16,0,2,0,43046722.0,25.359400011538497,2,128,attack_bit/data/attack_bit_corr/df/1000/statistical_results_weighted.csv,1000,statistical_results_weighted.csv,1000,SubBytesOutput-Bit-Corr-Nm1000-Weight
3,16,3,16,0,2,0,43046722.0,25.359400011538497,2,128,attack_bit/data/attack_bit_mean/df/500/statistical_results.csv,500,statistical_results.csv,500,SubBytesOutput-Bit-Mean-Nm500-Weight
3,16,3,16,0,2,0,43046722.0,25.359400011538497,2,128,attack_bit/data/attack_bit_mean/df/1000/statistical_results.csv,1000,statistical_results.csv,1000,SubBytesOutput-Bit-Mean-Nm1000-Weight
3,16,3,16,0,2,0,43046722.0,25.359400011538497,2,128,attack_bit/data/attack_bit_mean/df/400/statistical_results.csv,400,statistical_results.csv,400,SubBytesOutput-Bit-Mean-Nm400-Weight
3,16,3,16,0,2,0,43046722.0,25.359400011538497,2,128,attack_bit/data/attack_bit_corr/df/400/statistical_results_weighted.csv,400,statistical_results_weighted.csv,400,SubBytesOutput-Bit-Corr-Nm400-Weight
3,16,3,16,0,2,0,43046722.0,25.359400011538497,2,128,attack_bit/data/attack_bit_corr/df/1000/statistical_results_frequent.csv,1000,statistical_results_frequent.csv,1000,SubBytesOutput-Bit-Corr-Nm1000-Freq
4,14,4,14,2,2,16,268500992.0,44.0,2,128,attack_bit/data/attack_bit_corr/df/500/statistical_results_frequent.csv,500,statistical_results_frequent.csv,500,SubBytesOutput-Bit-Corr-Nm500-Freq
4,14,4,14,2,2,16,268500992.0,44.0,2,128,attack_bit/data/attack_bit_corr/df/400/statistical_results_frequent.csv,400,statistical_results_frequent.csv,400,SubBytesOutput-Bit-Corr-Nm400-Freq
4,14,4,14,2,2,16,268500992.0,44.0,2,128,attack_bit/data/attack_bit_mean/df/500/statistical_results_frequent.csv,500,statistical_results_frequent.csv,500,SubBytesOutput-Bit-Mean-Nm500-Freq
4,14,4,14,2,2,16,268500992.0,44.0,2,128,attack_bit/data/attack_bit_mean/df/300/statistical_results.csv,300,statistical_results.csv,300,SubBytesOutput-Bit-Mean-Nm300-Weight
